,iid
2353,100410143
2355,100410212
2356,100410229
2357,100410234
2358,100410304
2359,100410336
2361,100410364
2362,100410378
2364,100410422
2365,100410505
2366,100410532
2367,100410624
2368,100410666
2369,100410689
2370,100410694
2372,100410704
2373,100410732
2374,100410754
2375,100410772
2376,100410786
2377,100410809
2379,100410824
2380,100410860
2382,100410883
2383,100410902
2384,100410921
2385,100410971
2386,100410992
2387,100411015
2388,100411025
2389,100411038
2390,100411087
2391,100411114
2392,100411119
2393,100411158
2394,100411163
2395,100411208
2396,100411223
2397,100411251
2398,100411303
2399,100411308
2400,100411313
2401,100411440
2403,100411455
2404,100411460
2405,100411494
2406,100411499
2407,100411504
2408,100411522
2409,100411537
2410,100411571
2411,100411610
2412,100411625
2413,100411645
2414,100411664
2415,100411684
2416,100411689
2417,100411743
2419,100411767
2420,100411772
2421,100411791
2422,100411830
2423,100411835
2424,100411858
2425,100411882
2426,100411914
2427,100411934
2428,100411944
2429,100411963
2430,100411973
2432,100412052
2433,100412077
2435,100412145
2436,100412155
2437,100412204
2438,100412222
2441,100412265
2442,100412287
2450,100412354
2453,100412374
2456,100412418
2457,100412423
2461,100412467
2462,100412472
2466,100412492
2468,100412507
2470,100412517
2476,100412557
2485,100412635
2487,100412645
2488,100412680
2491,100412709
2492,100412728
2493,100412743
2494,100412753
2496,100412796
2497,100412815
2506,100412943
2509,100413012
2518,100413128
2520,100413183
2525,100413238
2529,100413273
2531,100413293
2532,100413298
2533,100413312
2534,100413317
2539,100413459
2541,100413543
2550,100413667
2557,100413776
2571,100413925
2572,100413955
2575,100414054
2576,100414112
2577,100414228
2579,100414276
2580,100414286
2581,100414325
2582,100414374
2583,100414408
2584,100414413
2590,100414505
2598,100414600
2604,100414714
2608,100414759
2609,100414769
2611,100414814
2617,100414873
2622,100414918
2629,100415022
2638,100415160
2639,100415195
2640,100415256
2641,100415261
2652,100415387
2653,100415417
2657,100415447
2659,100415462
2660,100415501
2662,100415511
2665,100415541
2666,100415551
2681,100415747
2686,100415851
2689,100415930
2693,100415965
2696,100415993
2697,100416048
2698,100416094
2699,100416103
2700,100416108
2701,100416113
2702,100416118
2703,100416158
2704,100416163
2706,100416239
2707,100416249
2708,100416259
2709,100416278
2710,100416293
2711,100416308
2712,100416323
2713,100416328
2714,100416333
2715,100416342
2716,100416374
2717,100416388
2718,100416393
2720,100416423
2721,100416442
2722,100416447
2723,100416467
2724,100416535
2725,100416570
2726,100416637
2727,100416708
2728,100416730
2729,100416804
2730,100416809
2731,100416819
2732,100416863
2733,100416878
2734,100416888
2735,100416893
2736,100416898
2737,100416913
2738,100416955
2739,100416969
2740,100416988
2742,100417108
2743,100417164
2744,100417183
2745,100417211
2747,100417251
2748,100417303
2749,100417394
2750,100417475
2772,100417728
2773,100417737
2780,100417812
2781,100417855
2790,100418001
2791,100418006
2795,100418075
2796,100418085
2801,100418159
2803,100418184
2805,100418199
2811,100418247
2815,100418339
2818,100418378
2822,100418428
2823,100418437
2824,100418452
2825,100418457
2826,100418472
2832,100418520
2852,100418807
2856,100418847
2859,100418877
2860,100418882
2861,100418897
2866,100418957
2867,100418975
2868,100418988
2869,100419031
2871,100419058
2872,100419063
2875,100419078
2876,100419088
2879,100419103
2886,100419202
2890,100419262
2894,100419299
2908,100419556
2911,100419600
2912,100419610
2918,100419658
2920,100419683
2925,100419722
2928,100419772
2930,100419821
2931,100419841
2937,100419916
2938,100419921
2939,100419926
2942,100419950
2944,100419978
2945,100419997
2946,100420017
2947,100420022
2948,100420045
2949,100420065
2950,100420085
2952,100420135
2953,100420173
2954,100420178
2956,100420217
2961,100420287
2962,100420292
2968,100420351
2974,100420431
2979,100420496
2981,100420506
2989,100420716
2992,100420785
2993,100420790
2994,100420800
2995,100420805
2996,100420815
3000,100420860
3001,100420870
3008,100420979
3009,100421003
3019,100421124
3022,100421193
3023,100421198
3025,100421208
3029,100421252
3032,100421282
3034,100421321
3037,100421366
3039,100421381
3048,100421506
3049,100421511
3050,100421524
3055,100421584
3062,100421733
3064,100421763
3066,100421778
3071,100421803
3072,100421826
3073,100421845
3075,100421879
3076,100421889
3077,100421899
3078,100421908
3081,100421938
3086,100421987
3088,100422012
3092,100422047
3094,100422057
3098,100422107
3099,100422121
3100,100422130
3101,100422152
3102,100422176
3103,100422212
3104,100422222
3105,100422237
3107,100422257
3108,100422262
3110,100422281
3111,100422290
3113,100422305
3116,100422334
3118,100422423
3126,100422502
3128,100422532
3136,100422597
3138,100422612
3147,100422712
3149,100422722
3159,100422876
3165,100422961
3167,100422990
3170,100423035
3176,100423099
3178,100423109
3183,100423182
3184,100423201
3185,100423215
3186,100423254
3191,100423388
3194,100423422
3196,100423457
3200,100423521
3202,100423555
3204,100423585
3208,100423673
3210,100423688
3212,100423708
3215,100423748
3218,100423857
3221,100423906
3222,100423911
3230,100424123
3232,100424138
3233,100424143
3236,100424200
3245,100424362
3246,100424372
3250,100424454
3253,100424479
3256,100424543
3257,100424578
3258,100424593
3260,100424657
3261,100424677
3269,100424791
3280,100425028
3286,100425076
3294,100425229
3295,100425239
3296,100425244
3306,100425343
3307,100425363
3308,100425368
3310,100425402
3311,100425407
3313,100425432
3317,100425477
3319,100425609
3320,100425614
3321,100425666
3322,100425689
3323,100425731
3324,100425758
3325,100425781
3326,100425790
3327,100425826
3328,100425864
3329,100425950
3330,100425970
3332,100426005
3335,100426034
3338,100426053
3346,100426143
3348,100426177
3353,100426217
3359,100426257
3361,100426267
3363,100426295
3364,100426318
3365,100426328
3366,100426342
3367,100426355
3371,100426559
3372,100426585
3373,100426666
3374,100426700
3375,100426741
3376,100426770
3378,100426822
3379,100426846
3380,100426886
3381,100426901
3382,100426910
3383,100426915
3384,100427006
3385,100427025
3387,100427065
3388,100427174
3389,100427189
3390,100427203
3391,100427297
3392,100427302
3393,100427307
3394,100427382
3395,100427416
3396,100427442
3398,100427476
3399,100427496
3401,100427516
3402,100427574
3404,100427627
3405,100427632
3406,100427637
3407,100427684
3408,100427689
3409,100427694
3410,100427699
3411,100427738
3412,100427756
3413,100427770
3414,100427775
3415,100427834
3418,100427867
3419,100427872
3420,100427881
3421,100427900
3422,100427905
3423,100427958
3425,100428015
3426,100428045
3427,100428138
3428,100428193
3429,100428203
3430,100428208
3431,100428218
3432,100428223
3433,100428228
3434,100428243
3435,100428253
3436,100428258
3437,100428263
3438,100428278
3439,100428317
3440,100428357
3441,100428367
3442,100428377
3443,100428382
3444,100428407
3445,100428441
3447,100428480
3448,100428490
3449,100428495
3450,100428500
3451,100428573
3452,100428578
3453,100428597
3454,100428622
3455,100428666
3456,100428676
3457,100428701
3458,100428716
3459,100428721
3460,100428726
3461,100428731
3462,100428736
3463,100428741
3464,100428746
3465,100428751
3466,100428781
3467,100428801
3468,100428811
3469,100428821
3470,100428826
3471,100428841
3472,100428866
3473,100428870
3474,100428880
3475,100428885
3476,100428890
3479,100428920
3480,100428930
3481,100428950
3482,100428989
3483,100428999
3484,100429039
3485,100429049
3486,100429064
3487,100429069
3488,100429079
3489,100429104
3490,100429148
3491,100429158
3492,100429173
3493,100429178
3494,100429203
3495,100429208
3496,100429213
3497,100429218
3498,100429223
3499,100429238
3500,100429242
3501,100429262
3502,100429267
3503,100429272
3504,100429287
3505,100429292
3506,100429297
3507,100429307
3508,100429312
3509,100429317
3510,100429332
3511,100429347
3512,100429357
3513,100429377
3514,100429382
3515,100429402
3516,100429407
3517,100429412
3518,100429417
3519,100429442
3520,100429457
3521,100429462
3522,100429467
3523,100429487
3524,100429531
3525,100429546
3526,100429571
3527,100429576
3528,100429581
3530,100429591
3531,100429596
3533,100429626
3534,100429631
3535,100429646
3536,100429651
3537,100429656
3538,100429676
3539,100429711
3540,100429721
3541,100429726
3542,100429765
3543,100429785
3544,100429800
3545,100429829
3546,100429834
3548,100429858
3549,100429863
3550,100429903
3551,100429938
3552,100429948
3553,100429973
3554,100429978
3555,100429983
3557,100429998
3558,100430032
3559,100430042
3560,100430047
3561,100430052
3562,100430072
3563,100430077
3564,100430097
3565,100430107
3566,100430122
3568,100430132
3569,100430152
3570,100430157
3571,100430167
3572,100430172
3573,100430177
3574,100430182
3575,100430192
3576,100430197
3577,100430207
3578,100430227
3580,100430257
3581,100430272
3582,100430282
3583,100430287
3584,100430307
3585,100430312
3586,100430317
3587,100430326
3588,100430361
3589,100430371
3590,100430386
3591,100430395
3592,100430400
3593,100430410
3594,100430439
3595,100430444
3596,100430449
3597,100430469
3598,100430489
3599,100430499
3600,100430509
3601,100430529
3602,100430594
3603,100430599
3604,100430609
3605,100430692
3606,100430707
3607,100430732
3608,100430742
3609,100430751
3611,100430761
3612,100430766
3613,100430795
3614,100430805
3615,100430835
3616,100430840
3617,100430850
3618,100430885
3619,100430919
3620,100430944
3621,100430959
3622,100430979
3623,100430989
3624,100430994
3626,100431028
3627,100431048
3628,100431053
3629,100431058
3630,100431068
3631,100431073
3632,100431093
3633,100431098
3634,100431102
3635,100431112
3636,100431121
3637,100431131
3638,100431166
3639,100431211
3640,100431216
3641,100431225
3642,100431255
3643,100431265
3644,100431304
3645,100431328
3646,100431338
3648,100431404
3649,100431409
3650,100431414
3651,100431451
3653,100431510
3655,100431549
3656,100431590
3657,100431603
3658,100431612
3659,100431661
3660,100431671
3661,100431689
3662,100431694
3663,100431704
3664,100431740
3665,100431798
3666,100431811
3668,100431929
3669,100431934
3670,100432041
3671,100432091
3672,100432126
3673,100432131
3674,100432141
3675,100432181
3677,100432205
3678,100432210
3679,100432233
3680,100432248
3681,100432267
3682,100432272
3683,100432277
3684,100432297
3685,100432327
3686,100432337
3687,100432342
3688,100432357
3689,100432401
3690,100432411
3691,100432421
3692,100432431
3693,100432451
3694,100432466
3695,100432471
3696,100432486
3697,100432495
3698,100432505
3699,100432520
3700,100432539
3701,100432549
3702,100432554
3703,100432579
3704,100432584
3705,100432608
3706,100432623
3707,100432628
3708,100432638
3709,100432643
3710,100432653
3712,100432663
3713,100432683
3714,100432693
3715,100432703
3716,100432733
3717,100432743
3718,100432753
3719,100432773
3720,100432788
3721,100432813
3722,100432833
3723,100432857
3724,100432876
3725,100432896
3726,100432916
3727,100432926
3728,100432936
3729,100432941
3730,100433005
3731,100433020
3733,100433057
3734,100433062
3736,100433267
3737,100433284
3738,100433323
3739,100433346
3740,100433355
3741,100433409
3742,100433512
3743,100433522
3744,100433542
3745,100433556
3747,100433670
3750,100433803
3751,100433808
